zip_codes,eviction_rate_unit,fraction_total_renters
6091,0.0555555555555555,0.003007615851297276
6090,0.13793103448275856,0.014536809947936834
6264,0.049999999999999975,0.020050772341981844
6796,0.021276595744680826,0.023559657501828663
6231,0.08805031446540877,0.02656727335312594
6093,0.02824858757062144,0.029574889204423218
6883,0.07657657657657653,0.03709392883266641
6756,0.06306306306306304,0.03709392883266641
6409,0.05349794238683124,0.04060281399251323
6791,0.04365079365079361,0.04210662191816187
6092,0.011764705882352927,0.042607891226711415
6242,0.045454545454545435,0.04411169915236006
6235,0.09929078014184382,0.047119315003657326
6754,0.009009009009008999,0.055640893248999616
6763,0.027027027027026997,0.055640893248999616
6752,0.014880952380952375,0.056142162557549155
6455,0.053097345132743355,0.05664343186609871
6063,0.044973544973544936,0.0631599328772428
6254,0.015748031496062992,0.06366120218579235
6794,0.019464720194647192,0.06867389527128781
6247,0.021276595744680837,0.07067897250548599
6277,0.030516431924882608,0.07118024181403554
6419,0.04367816091954021,0.07268404973968418
6524,0.0236559139784946,0.07769674282517963
6043,0.04301075268817202,0.07769674282517963
6375,0.05894308943089424,0.08220816660212556
6232,0.03658536585365852,0.08220816660212556
6334,0.030120481927710805,0.08321070521922465
6423,0.01356589147286821,0.08621832107052192
6058,0.023121387283236983,0.08671959037907147
6784,0.012345679012345666,0.09473989931586421
6890,0.031578947368421026,0.09524116862441376
6068,0.027350427350427337,0.09774751516716149
6783,0.01485148514851484,0.1012564003270083
6422,0.030595813204508843,0.10376274686975603
6073,0.023364485981308393,0.10727163202960287
6757,0.013824884792626724,0.10877543995525149
6249,0.061443932411674285,0.10877543995525149
6057,0.03805175038051748,0.10977797857235058
6365,0.04613095238095236,0.11228432511509831
6377,0.04341736694677869,0.11930209543479196
6384,0.015151515151515145,0.12130717266899015
6420,0.01881720430107526,0.12431478852028743
6248,0.013333333333333327,0.1253173271373865
6447,0.027888446215139417,0.12581859644593607
6441,0.03174603174603173,0.1263198657544856
6359,0.03205128205128204,0.13033002022288195
6013,0.022641509433962252,0.1328363667656297
6712,0.05185185185185176,0.13534271330837744
6335,0.0389294403892944,0.13734779054257562
6035,0.027677496991576407,0.13885159846822426
6853,0.0022446689113355756,0.14887698463921517
6612,0.019999999999999987,0.1503807925648638
6482,0.07478632478632474,0.15639602426745838
6472,0.03418803418803418,0.15639602426745838
6331,0.02875399361022363,0.1568972935760079
6525,0.021231422505307847,0.15739856288455747
6751,0.013292433537832302,0.163413794587152
6069,0.013251783893985722,0.16391506389570157
6370,0.031313131313131286,0.1654188718213502
6403,0.05242334322453016,0.16892775698119702
6812,0.032755298651252394,0.17343918075814294
6259,0.014084507042253513,0.17795060453508885
6469,0.017399267399267386,0.18246202831203476
6762,0.01730418943533697,0.18346456692913385
6878,0.021798365122615793,0.1839658362376834
6903,0.02981029810298099,0.18496837485478249
6478,0.026737967914438474,0.18747472139753021
6237,0.012248468941382323,0.19098360655737706
6026,0.015503875968992243,0.1939912224086743
6084,0.020100502512562804,0.19950518480271934
6412,0.009756097560975605,0.20552041650531389
6071,0.03730158730158726,0.21053310959080934
6018,0.021428571428571422,0.21053310959080934
6278,0.023474178403755847,0.21354072544210662
6281,0.016516516516516498,0.22256357299599847
6330,0.04203539823008846,0.22657372746439483
6759,0.02271062271062269,0.22807753539004347
6471,0.019438444924406034,0.2320876898584398
6477,0.03011204481792714,0.23860419086958393
6238,0.03787878787878785,0.2426143453379803
6870,0.006600660066006597,0.2531410008175207
6896,0.018447837150127204,0.26266511767996215
6078,0.013810420590081597,0.26617400283980897
6424,0.04257907542579069,0.27469558108515124
6280,0.06995133819951338,0.27469558108515124
6461,0.04804270462633448,0.2817133514048449
6339,0.01565217391304347,0.288229852415989
6374,0.0542505592841163,0.29875650789552943
6085,0.012820512820512811,0.2997590465126286
6417,0.010590858416945369,0.2997590465126286
6255,0.03306233062330621,0.3082806247579708
6498,0.0192307692307692,0.31279204853491677
6333,0.01453790238836967,0.32181489608880853
6480,0.03628823224468634,0.32231616539735813
6234,0.019665683382497526,0.33986059119659223
6371,0.01519607843137253,0.3408631298136913
6470,0.02688172043010749,0.3418656684307904
6468,0.026803118908382027,0.3428682070478895
6897,0.02312138728323695,0.34687836151628587
6016,0.05579399141630896,0.3503872466761327
6241,0.03281027104136947,0.3513897852932318
6378,0.013908205841446449,0.36041263284712366
6088,0.031007751937984464,0.36642786454971815
6479,0.024556616643929025,0.36743040316681724
6475,0.01971090670170826,0.3814659438062046
6787,0.025974025974025938,0.3859773675831505
6354,0.04490500863557858,0.3869799062002496
6795,0.020467836257309913,0.40001290822253777
6807,0.011614401858304287,0.43159287466115914
6798,0.020737327188940065,0.43510175982100596
6019,0.01145475372279495,0.4376081063637537
6382,0.052671181339352884,0.4441246073748978
6413,0.03296296296296293,0.4511423776945914
6804,0.02663786897048232,0.4641753797168796
6443,0.01388888888888887,0.4691880728023751
6716,0.029598308668076077,0.4742007658878706
6096,0.05005107252298265,0.49074265307000553
6355,0.026289180990899864,0.49575534615550104
6820,0.016112789526686787,0.4977604233896993
6279,0.011348897535667958,0.5153048491889334
6786,0.03717706364209198,0.5303429284454197
6907,0.013032145960034745,0.5769609741405275
6076,0.02719907407407404,0.577462243449077
6488,0.01904761904761902,0.5789660513747257
6379,0.03130287648054145,0.5925003227055634
6117,0.010425471963933494,0.593001592014113
6437,0.019425675675675626,0.5935028613226626
6103,0.04319955406911927,0.5995180930252572
6037,0.02869757174392933,0.6055333247278516
6001,0.013520971302428235,0.6055333247278516
6831,0.013573479509266486,0.6401209070177704
6840,0.010148321623731445,0.6421259842519685
6070,0.020497053548552368,0.6521513704229595
6107,0.007639419404125278,0.6561615248913558
6052,0.0604697651174412,0.6686932576050945
6880,0.0208643815201192,0.6727034120734908
6779,0.025526641883519195,0.6742072199991395
6357,0.014961981849399054,0.6812249903188331
6074,0.01834189288334553,0.6832300675530313
6415,0.02453838678328474,0.6877414913299772
6410,0.017569193742478922,0.6942579923411213
6825,0.02108794632159115,0.6972656081924186
6877,0.013839179193509877,0.700273224043716
6385,0.014932230645531798,0.7273417667053913
6510,0.012820512820512818,0.729848113248139
6351,0.05332425686407984,0.7363646142592832
6416,0.0139923267885353,0.7403747687276795
6906,0.04163868368032236,0.7463900004302741
6614,0.04299702000851431,0.7849877371885892
6473,0.031497705465164796,0.8010283550621746
6611,0.026425301706200596,0.8030334322963728
6260,0.027676027676027656,0.8210791274041565
6483,0.034924330616996485,0.8611806720881201
6702,0.09496124031007754,0.8621832107052192
6239,0.03975014196479269,0.8827352523557506
6801,0.020385050962627403,0.8852415988984984
6095,0.0593784683684794,0.9032872940062819
6855,0.017388087310395844,0.9032872940062819
6110,0.02043422733077905,0.9158190267200207
6607,0.11292369041145542,0.9218342584226153
6776,0.03144032921810703,1.0150703498128308
6489,0.03144346692733792,1.0255970052923713
6268,0.012514220705346971,1.028103351835119
6418,0.048288113695090465,1.0346198528462631
6517,0.0240615976900866,1.0416376231659568
6824,0.009752198241406863,1.0451465083258036
6905,0.04265549868155731,1.0772277440729745
6032,0.00869565217391303,1.0952734391807581
6098,0.033755274261603366,1.1088077105115959
6710,0.09621842604759828,1.1443978314186136
6029,0.011504295907965624,1.147405447269911
6109,0.02078853046594983,1.1654511423776945
6518,0.015703069236259807,1.17046383546319
6033,0.0140336808340016,1.250165655522568
6811,0.025009473285335364,1.322849705262252
6062,0.026752072343632232,1.3303687448904953
6615,0.05204414346626537,1.3323738221246935
6706,0.12130177514792903,1.3554322103179726
6002,0.0331270476883873,1.376986790585603
6111,0.021744324970131443,1.3985413708532335
6067,0.015485739750445633,1.4997977711802417
6118,0.0718047941524241,1.5544361258121424
6850,0.02506112469437652,1.6401531775741147
6401,0.04496402877697845,1.6722344133212856
6119,0.013947001394700132,1.677247106406781
6484,0.03869312012634483,1.692786454971817
6901,0.019058509624547353,1.753440041306312
6608,0.09329964439453493,1.785521277053483
6514,0.06662980370472774,1.8130910890237082
6512,0.052617230098146194,1.8386558237597348
6519,0.09395424836601309,1.840660900993933
6515,0.04718981972428421,1.8907878318488878
6851,0.021575821104122966,1.9128436814250678
6770,0.04083570750237417,1.9354008003097976
6082,0.03116839356414784,1.9835226539305537
6120,0.10215438429127906,2.1018222107482467
6042,0.018911977585804332,2.146936448517706
6405,0.02050113895216399,2.200572264532507
6830,0.012893010631078953,2.216111613097543
6790,0.05005968367651445,2.2396712705993718
6226,0.032029795158286765,2.2431801557592186
6112,0.06974496245073976,2.247190310227615
6610,0.06798198584602189,2.337418785766533
6108,0.06029867568329104,2.372006368056452
6708,0.06829807825245406,2.4171206058259114
6451,0.058698920322536534,2.4451916871046855
6492,0.022209158011627102,2.5579772815283337
6460,0.021612149532710224,2.5745191687104683
6854,0.030248033877797946,2.761993890107999
6704,0.10260064125400778,2.8141258981971515
6450,0.043193793063516915,2.8858074093197366
6705,0.040955065494942794,3.0231551998623125
6066,0.028671551449506266,3.14696871907405
6605,0.06453275604350298,3.2417086183899144
6606,0.06158866116039564,3.277298739296932
6053,0.051669721034412516,3.2823114323824276
6320,0.060350030175015106,3.3224129770663913
6604,0.06380130874479474,3.3705348306871477
6114,0.06721835075493615,3.452742997289273
6360,0.07349612291094734,3.469284884471408
6040,0.03760955407878264,3.4697861537799577
6340,0.02571106486298996,3.8537584441289106
6105,0.09570916285396315,4.053764898240178
6051,0.06983533808244774,4.292369089109763
6010,0.04818378459013946,4.480345079815843
6513,0.0488261914863527,4.72596704100512
6457,0.033558463486703195,4.750027967815499
6516,0.04835401675530981,4.806671399681597
6810,0.022149430666042774,5.3560625618519
6106,0.05533501744255991,5.5560690159631685
6511,0.040410307316871515,8.079458715201584
6902,0.019357289979402892,8.355658104212385
